image_path,item_id,split
Data/img/WOMEN/Blouses_Shirts/id_00007174/03_2_side.jpg,id_00007174,query
Data/img/WOMEN/Blouses_Shirts/id_00007174/03_4_full.jpg,id_00007174,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/03_1_front.jpg,id_00006953,query
Data/img/WOMEN/Blouses_Shirts/id_00006953/04_2_side.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/03_7_additional.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/04_7_additional.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/03_2_side.jpg,id_00006953,query
Data/img/WOMEN/Blouses_Shirts/id_00006953/03_4_full.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/04_4_full.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006953/04_1_front.jpg,id_00006953,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003018/01_1_front.jpg,id_00003018,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003018/01_3_back.jpg,id_00003018,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003018/01_7_additional.jpg,id_00003018,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003018/01_2_side.jpg,id_00003018,query
Data/img/WOMEN/Blouses_Shirts/id_00006355/01_1_front.jpg,id_00006355,query
Data/img/WOMEN/Blouses_Shirts/id_00006355/01_3_back.jpg,id_00006355,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006355/01_7_additional.jpg,id_00006355,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006355/01_2_side.jpg,id_00006355,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007222/02_4_full.jpg,id_00007222,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007222/02_1_front.jpg,id_00007222,query
Data/img/WOMEN/Blouses_Shirts/id_00007222/02_3_back.jpg,id_00007222,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007222/02_2_side.jpg,id_00007222,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007339/02_7_additional.jpg,id_00007339,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007339/02_1_front.jpg,id_00007339,query
Data/img/WOMEN/Blouses_Shirts/id_00007339/02_3_back.jpg,id_00007339,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000093/01_4_full.jpg,id_00000093,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000093/01_1_front.jpg,id_00000093,query
Data/img/WOMEN/Blouses_Shirts/id_00000093/01_7_additional.jpg,id_00000093,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000093/01_2_side.jpg,id_00000093,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/03_1_front.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/04_2_side.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/03_7_additional.jpg,id_00001950,query
Data/img/WOMEN/Blouses_Shirts/id_00001950/04_3_back.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/04_7_additional.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/03_2_side.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/03_3_back.jpg,id_00001950,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001950/04_1_front.jpg,id_00001950,query
Data/img/WOMEN/Blouses_Shirts/id_00006751/02_4_full.jpg,id_00006751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006751/02_1_front.jpg,id_00006751,query
Data/img/WOMEN/Blouses_Shirts/id_00006751/02_3_back.jpg,id_00006751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006751/02_2_side.jpg,id_00006751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001612/02_4_full.jpg,id_00001612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001612/02_1_front.jpg,id_00001612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001612/02_3_back.jpg,id_00001612,query
Data/img/WOMEN/Blouses_Shirts/id_00001612/02_2_side.jpg,id_00001612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001806/01_4_full.jpg,id_00001806,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001806/01_1_front.jpg,id_00001806,query
Data/img/WOMEN/Blouses_Shirts/id_00001806/01_3_back.jpg,id_00001806,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001806/01_7_additional.jpg,id_00001806,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001741/01_4_full.jpg,id_00001741,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001741/01_1_front.jpg,id_00001741,query
Data/img/WOMEN/Blouses_Shirts/id_00001741/01_3_back.jpg,id_00001741,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001741/01_7_additional.jpg,id_00001741,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007384/03_1_front.jpg,id_00007384,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007384/03_7_additional.jpg,id_00007384,query
Data/img/WOMEN/Blouses_Shirts/id_00007384/03_2_side.jpg,id_00007384,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007384/03_3_back.jpg,id_00007384,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003779/02_4_full.jpg,id_00003779,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003779/02_7_additional.jpg,id_00003779,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003779/02_1_front.jpg,id_00003779,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003779/02_3_back.jpg,id_00003779,query
Data/img/WOMEN/Blouses_Shirts/id_00000808/03_1_front.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000808/04_2_side.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000808/04_3_back.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000808/03_2_side.jpg,id_00000808,query
Data/img/WOMEN/Blouses_Shirts/id_00000808/03_4_full.jpg,id_00000808,query
Data/img/WOMEN/Blouses_Shirts/id_00000808/03_3_back.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000808/04_4_full.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000808/04_1_front.jpg,id_00000808,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/06_3_back.jpg,id_00001825,query
Data/img/WOMEN/Blouses_Shirts/id_00001825/05_2_side.jpg,id_00001825,query
Data/img/WOMEN/Blouses_Shirts/id_00001825/06_2_side.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/05_7_additional.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/05_3_back.jpg,id_00001825,query
Data/img/WOMEN/Blouses_Shirts/id_00001825/04_3_back.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/06_1_front.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/04_7_additional.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/06_4_full.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/05_1_front.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/04_4_full.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/04_1_front.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001825/06_7_additional.jpg,id_00001825,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003820/02_4_full.jpg,id_00003820,query
Data/img/WOMEN/Blouses_Shirts/id_00003820/02_7_additional.jpg,id_00003820,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003820/02_1_front.jpg,id_00003820,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003820/02_3_back.jpg,id_00003820,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003820/02_2_side.jpg,id_00003820,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007019/01_1_front.jpg,id_00007019,query
Data/img/WOMEN/Blouses_Shirts/id_00007019/01_7_additional.jpg,id_00007019,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007019/01_2_side.jpg,id_00007019,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002436/02_4_full.jpg,id_00002436,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002436/02_7_additional.jpg,id_00002436,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002436/02_1_front.jpg,id_00002436,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002436/02_2_side.jpg,id_00002436,query
Data/img/WOMEN/Blouses_Shirts/id_00005232/02_4_full.jpg,id_00005232,query
Data/img/WOMEN/Blouses_Shirts/id_00005232/02_7_additional.jpg,id_00005232,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005232/02_1_front.jpg,id_00005232,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005232/02_3_back.jpg,id_00005232,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007313/01_4_full.jpg,id_00007313,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007313/01_1_front.jpg,id_00007313,query
Data/img/WOMEN/Blouses_Shirts/id_00007313/01_7_additional.jpg,id_00007313,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007761/01_4_full.jpg,id_00007761,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007761/01_1_front.jpg,id_00007761,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007761/01_3_back.jpg,id_00007761,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007761/01_7_additional.jpg,id_00007761,query
Data/img/WOMEN/Blouses_Shirts/id_00007761/01_2_side.jpg,id_00007761,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007883/01_1_front.jpg,id_00007883,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007883/01_3_back.jpg,id_00007883,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007883/01_7_additional.jpg,id_00007883,query
Data/img/WOMEN/Blouses_Shirts/id_00007883/01_2_side.jpg,id_00007883,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/01_4_full.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/01_1_front.jpg,id_00001033,query
Data/img/WOMEN/Blouses_Shirts/id_00001033/02_4_full.jpg,id_00001033,query
Data/img/WOMEN/Blouses_Shirts/id_00001033/02_7_additional.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/02_1_front.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/01_3_back.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/02_3_back.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001033/01_7_additional.jpg,id_00001033,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005422/01_1_front.jpg,id_00005422,query
Data/img/WOMEN/Blouses_Shirts/id_00005422/01_3_back.jpg,id_00005422,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005422/01_7_additional.jpg,id_00005422,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005422/01_2_side.jpg,id_00005422,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/03_1_front.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/04_2_side.jpg,id_00002131,query
Data/img/WOMEN/Blouses_Shirts/id_00002131/03_7_additional.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/04_3_back.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/04_7_additional.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/03_2_side.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/03_4_full.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/04_4_full.jpg,id_00002131,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002131/04_1_front.jpg,id_00002131,query
Data/img/WOMEN/Blouses_Shirts/id_00000400/02_4_full.jpg,id_00000400,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000400/02_7_additional.jpg,id_00000400,query
Data/img/WOMEN/Blouses_Shirts/id_00000400/02_1_front.jpg,id_00000400,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001199/02_7_additional.jpg,id_00001199,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001199/02_1_front.jpg,id_00001199,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001199/02_2_side.jpg,id_00001199,query
Data/img/WOMEN/Blouses_Shirts/id_00005667/02_4_full.jpg,id_00005667,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005667/02_1_front.jpg,id_00005667,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005667/02_3_back.jpg,id_00005667,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005667/02_2_side.jpg,id_00005667,query
Data/img/WOMEN/Blouses_Shirts/id_00005879/01_1_front.jpg,id_00005879,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005879/01_7_additional.jpg,id_00005879,query
Data/img/WOMEN/Blouses_Shirts/id_00005879/01_2_side.jpg,id_00005879,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003807/02_4_full.jpg,id_00003807,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003807/02_1_front.jpg,id_00003807,query
Data/img/WOMEN/Blouses_Shirts/id_00003807/02_3_back.jpg,id_00003807,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003807/02_2_side.jpg,id_00003807,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002373/02_4_full.jpg,id_00002373,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002373/02_7_additional.jpg,id_00002373,query
Data/img/WOMEN/Blouses_Shirts/id_00002373/02_1_front.jpg,id_00002373,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002373/02_3_back.jpg,id_00002373,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002373/02_2_side.jpg,id_00002373,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001086/03_1_front.jpg,id_00001086,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001086/03_7_additional.jpg,id_00001086,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001086/02_4_full.jpg,id_00001086,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001086/02_7_additional.jpg,id_00001086,query
Data/img/WOMEN/Blouses_Shirts/id_00001086/02_1_front.jpg,id_00001086,query
Data/img/WOMEN/Blouses_Shirts/id_00001086/03_3_back.jpg,id_00001086,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/03_1_front.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/06_3_back.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/05_2_side.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/06_2_side.jpg,id_00005612,query
Data/img/WOMEN/Blouses_Shirts/id_00005612/03_7_additional.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/05_7_additional.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/06_1_front.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/06_4_full.jpg,id_00005612,query
Data/img/WOMEN/Blouses_Shirts/id_00005612/03_2_side.jpg,id_00005612,query
Data/img/WOMEN/Blouses_Shirts/id_00005612/03_4_full.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/05_1_front.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005612/06_7_additional.jpg,id_00005612,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004234/02_4_full.jpg,id_00004234,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004234/02_1_front.jpg,id_00004234,query
Data/img/WOMEN/Blouses_Shirts/id_00004234/02_3_back.jpg,id_00004234,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004234/02_2_side.jpg,id_00004234,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001751/02_7_additional.jpg,id_00001751,query
Data/img/WOMEN/Blouses_Shirts/id_00001751/02_1_front.jpg,id_00001751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001751/02_3_back.jpg,id_00001751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001751/02_2_side.jpg,id_00001751,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003387/02_4_full.jpg,id_00003387,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003387/02_7_additional.jpg,id_00003387,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003387/02_1_front.jpg,id_00003387,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003387/02_3_back.jpg,id_00003387,query
Data/img/WOMEN/Blouses_Shirts/id_00003387/02_2_side.jpg,id_00003387,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003811/02_4_full.jpg,id_00003811,query
Data/img/WOMEN/Blouses_Shirts/id_00003811/02_7_additional.jpg,id_00003811,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003811/02_1_front.jpg,id_00003811,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003811/02_3_back.jpg,id_00003811,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003811/02_2_side.jpg,id_00003811,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002283/02_7_additional.jpg,id_00002283,query
Data/img/WOMEN/Blouses_Shirts/id_00002283/02_1_front.jpg,id_00002283,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002283/02_3_back.jpg,id_00002283,gallery
Data/img/WOMEN/Blouses_Shirts/id_00002283/02_2_side.jpg,id_00002283,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/03_1_front.jpg,id_00003838,query
Data/img/WOMEN/Blouses_Shirts/id_00003838/04_2_side.jpg,id_00003838,query
Data/img/WOMEN/Blouses_Shirts/id_00003838/03_7_additional.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/04_3_back.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/04_7_additional.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/03_4_full.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/03_3_back.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003838/04_1_front.jpg,id_00003838,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004040/02_7_additional.jpg,id_00004040,query
Data/img/WOMEN/Blouses_Shirts/id_00004040/02_1_front.jpg,id_00004040,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004040/02_3_back.jpg,id_00004040,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003161/02_4_full.jpg,id_00003161,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003161/02_7_additional.jpg,id_00003161,query
Data/img/WOMEN/Blouses_Shirts/id_00003161/02_1_front.jpg,id_00003161,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003161/02_3_back.jpg,id_00003161,gallery
Data/img/WOMEN/Blouses_Shirts/id_00003161/02_2_side.jpg,id_00003161,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006305/02_4_full.jpg,id_00006305,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006305/02_1_front.jpg,id_00006305,gallery
Data/img/WOMEN/Blouses_Shirts/id_00006305/02_3_back.jpg,id_00006305,query
Data/img/WOMEN/Blouses_Shirts/id_00006305/02_2_side.jpg,id_00006305,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/03_1_front.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/03_7_additional.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/02_4_full.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/02_7_additional.jpg,id_00005921,query
Data/img/WOMEN/Blouses_Shirts/id_00005921/02_1_front.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/03_2_side.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00005921/03_4_full.jpg,id_00005921,query
Data/img/WOMEN/Blouses_Shirts/id_00005921/02_2_side.jpg,id_00005921,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004272/01_4_full.jpg,id_00004272,query
Data/img/WOMEN/Blouses_Shirts/id_00004272/01_1_front.jpg,id_00004272,query
Data/img/WOMEN/Blouses_Shirts/id_00004272/02_7_additional.jpg,id_00004272,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004272/02_1_front.jpg,id_00004272,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004272/01_3_back.jpg,id_00004272,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004272/02_3_back.jpg,id_00004272,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004272/01_7_additional.jpg,id_00004272,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000856/01_1_front.jpg,id_00000856,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000856/02_7_additional.jpg,id_00000856,query
Data/img/WOMEN/Blouses_Shirts/id_00000856/02_1_front.jpg,id_00000856,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000856/02_3_back.jpg,id_00000856,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000856/01_7_additional.jpg,id_00000856,gallery
Data/img/WOMEN/Blouses_Shirts/id_00000856/02_2_side.jpg,id_00000856,query
Data/img/WOMEN/Blouses_Shirts/id_00000856/01_2_side.jpg,id_00000856,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/03_1_front.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/01_4_full.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/01_1_front.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/03_7_additional.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/02_7_additional.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/02_1_front.jpg,id_00004602,query
Data/img/WOMEN/Blouses_Shirts/id_00004602/03_2_side.jpg,id_00004602,query
Data/img/WOMEN/Blouses_Shirts/id_00004602/01_3_back.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/03_4_full.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/02_3_back.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/03_3_back.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/01_7_additional.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00004602/02_2_side.jpg,id_00004602,query
Data/img/WOMEN/Blouses_Shirts/id_00004602/01_2_side.jpg,id_00004602,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001094/02_7_additional.jpg,id_00001094,query
Data/img/WOMEN/Blouses_Shirts/id_00001094/02_1_front.jpg,id_00001094,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001094/02_3_back.jpg,id_00001094,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001094/02_2_side.jpg,id_00001094,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007230/01_1_front.jpg,id_00007230,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007230/01_7_additional.jpg,id_00007230,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007230/01_2_side.jpg,id_00007230,query
Data/img/WOMEN/Blouses_Shirts/id_00001166/02_7_additional.jpg,id_00001166,gallery
Data/img/WOMEN/Blouses_Shirts/id_00001166/02_1_front.jpg,id_00001166,query
Data/img/WOMEN/Blouses_Shirts/id_00001166/02_2_side.jpg,id_00001166,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007683/02_7_additional.jpg,id_00007683,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007683/02_1_front.jpg,id_00007683,query
Data/img/WOMEN/Blouses_Shirts/id_00007683/02_3_back.jpg,id_00007683,gallery
Data/img/WOMEN/Blouses_Shirts/id_00007683/02_2_side.jpg,id_00007683,gallery
